CustomerID,Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
2280,68,Male,5,75861.54840508603,3,0,1,140153.47438143537,0
2281,31,Male,6,32273.622721632266,4,1,1,43945.04273073421,0
2282,29,Female,5,79751.45596054768,2,0,0,137178.79470531884,0
2283,59,Male,3,33892.57169697096,4,1,0,96115.26972286645,0
2284,37,Male,8,25610.706046045605,2,1,0,103432.65500809198,0
2285,67,Male,9,22244.616775986502,3,0,1,25306.687622483372,0
2286,41,Female,4,19990.41457248393,3,0,0,19203.743981490836,1
2287,60,Female,9,73712.40728133968,4,0,0,145567.74340764285,0
2288,51,Female,9,88750.92610569176,4,1,0,57169.881601602436,0
2289,42,Female,7,23064.847418528923,4,0,0,128211.95682759343,0
2290,67,Female,8,8524.029779615394,4,1,1,108626.56302661347,0
2291,46,Male,3,31376.69762884384,3,1,1,94579.37336148035,0
2292,56,Female,5,65784.72389213587,3,1,1,105929.39329582166,0
2293,48,Male,3,36852.00922260389,1,1,1,22514.20382960389,0
2294,64,Female,7,54917.65392112188,4,1,1,67735.33448392795,0
2295,60,Male,6,74430.49656751953,4,1,1,94990.69468414214,0
2296,67,Female,3,40847.85311550485,2,0,0,131458.81368674376,0
2297,40,Female,9,99969.48313711949,2,0,1,110056.22894417282,0
2298,61,Female,1,29794.92602355025,3,1,0,45393.01733236003,1
2299,55,Female,3,97824.8351872617,1,1,1,147889.68058472688,0
2300,37,Female,7,20302.966523311396,4,0,0,100025.12271482161,0
2301,40,Female,3,11093.174326428978,1,0,1,80184.3265330996,0
2302,62,Male,3,75083.06250943679,1,0,1,119393.03390538537,0
2303,69,Female,2,70230.9656651198,3,0,1,94378.05662649302,0
2304,33,Male,9,81116.93472424644,1,1,1,109398.39646359954,0
2305,67,Female,4,34359.04217333049,4,0,0,96398.65349477586,0
2306,59,Male,6,93080.76538529836,3,1,0,35037.32339245008,0
2307,25,Male,2,11948.142837307885,1,1,1,86069.8485172681,1
2308,67,Male,9,3027.7101331126155,3,0,1,49634.16148860752,0
2309,38,Male,7,30056.38851119715,3,0,0,89840.38232934204,0
2310,18,Male,5,79732.44634002504,2,1,1,27570.496126848193,0
2311,25,Male,7,67298.23072736482,3,1,1,42475.2062096969,0
2312,46,Female,4,43620.876422262314,1,1,0,123221.1630828916,1
2313,49,Male,7,25625.361419433546,2,1,0,66737.87610962304,0
2314,55,Female,2,5927.27867679772,4,0,0,104329.88399029199,1
2315,22,Female,7,33750.55784474725,4,0,0,79698.78874928836,0
2316,64,Male,4,46001.97677547496,4,0,1,57697.613680779585,0
2317,39,Male,4,68702.38380712052,4,0,1,79324.53505824978,0
2318,64,Female,1,64597.1954946431,4,0,1,123918.02051781687,0
2319,51,Male,3,94734.49029318779,1,1,1,49424.092926976344,0
2320,18,Male,5,10039.591905286105,3,1,0,69002.10566855245,1
2321,43,Male,5,33634.01228791364,2,0,1,38361.65982284097,0
2322,60,Male,2,48157.80819368983,3,0,1,59166.45521943529,0
2323,27,Male,4,67069.57938539893,3,1,0,133915.3592661368,0
2324,47,Male,1,49545.16914414063,1,1,1,120001.15169842218,0
2325,67,Male,9,91275.82319467387,1,0,0,62306.14098405186,0
2326,35,Female,1,60867.234559981356,1,0,0,28535.24176872349,1
2327,34,Male,6,3966.5409691215236,2,1,0,68795.80334596132,1
2328,43,Female,7,11365.59690661343,1,0,0,118041.13678653553,1
2329,25,Female,3,75349.55614805585,3,0,0,16132.139574103368,0
2330,64,Female,1,71578.76963462943,2,1,1,114347.69534513923,0
2331,57,Female,7,15349.700182570514,1,1,1,105187.3903132555,0
2332,66,Male,3,5890.866106566606,1,1,1,19050.851948298834,0
2333,29,Female,6,57871.78554398685,1,0,0,98989.64050308915,0
2334,44,Female,6,63573.88320267334,3,1,0,51811.8185756677,0
2335,25,Female,4,13529.96375128349,1,0,1,34819.94484680839,0
2336,42,Female,6,47361.93210408153,3,1,0,63883.47318101912,0
2337,63,Female,4,30583.152911841295,2,0,0,38754.2864949864,0
2338,21,Male,8,93130.56456368876,1,0,0,125437.82297217932,0
2339,50,Male,9,21919.98033894046,4,1,1,113880.07081481536,0
2340,18,Female,2,73326.07259032996,4,0,0,147305.41305660448,1
2341,36,Male,7,51813.391334433756,3,0,0,84770.47849927585,0
2342,48,Male,9,1152.1012026043386,1,1,0,22488.81504856252,1
2343,33,Female,9,51699.858321261774,1,0,1,61487.60703034324,0
2344,31,Female,5,9947.214991950148,4,1,0,127409.18684904209,1
2345,65,Female,1,65906.21958253116,2,0,1,65560.84951630252,0
2346,22,Male,6,56552.35303815722,2,1,0,73794.51778908452,0
2347,58,Female,8,1042.7227333474564,3,1,0,67675.92078605207,1
2348,43,Male,1,20469.28295829813,4,0,1,42953.016609573846,0
2349,45,Male,2,77622.50528720226,3,1,1,20247.329584571806,0
2350,19,Male,1,27577.261430202117,3,1,1,35278.445346131804,0
2351,67,Female,5,49928.34011630531,2,0,0,60952.030880971004,0
2352,23,Male,2,31199.861440918376,4,1,1,44361.276486898954,0
2353,26,Female,4,92152.685639754,3,1,1,90182.92799867212,0
2354,50,Female,1,53657.70177834341,2,1,1,95946.79252767022,0
2355,58,Female,7,69617.35148560209,2,1,0,89809.25047719512,0
2356,42,Female,8,8347.610469710798,1,0,1,21888.665026511175,0
2357,65,Female,5,4033.5987532752138,4,1,0,103360.44479530469,1
2358,30,Male,2,25922.81950671309,4,1,0,63841.127855430495,1
2359,26,Male,8,30913.429225365406,1,1,0,132942.22881613506,0
2360,30,Male,1,68768.05411799019,3,0,1,83586.01165796907,0
2361,48,Male,7,56913.05027124412,2,0,1,21832.05364009634,0
2362,58,Male,1,37457.96069349853,2,1,1,11290.532530078015,0
2363,28,Female,6,65411.748417801085,2,1,1,108351.72093567705,0
2364,21,Female,6,16356.574733628715,1,0,0,66071.50307887791,1
2365,51,Male,5,6348.96948147059,2,1,1,50319.422314923395,0
2366,55,Male,2,85450.50923182005,3,1,1,72605.06572970218,0
2367,63,Male,2,56394.61282688776,3,1,0,20135.00519123924,1
2368,21,Female,9,64909.52736374213,1,1,1,64877.80686397003,0
2369,55,Female,5,30724.225074957412,3,0,0,54057.96616232275,0
2370,36,Female,5,37195.49577376997,4,0,0,122026.4795205287,0
2371,23,Male,7,8236.744715297573,4,0,1,34479.561075958154,0
2372,51,Male,6,85698.81878017735,2,0,0,115884.36649393909,0
2373,35,Male,2,59243.94500789348,2,0,0,80056.35455807386,1
2374,30,Male,1,8362.766317994063,4,1,0,21464.312871959788,1
2375,58,Female,5,80452.95997250006,3,0,1,145754.99677036933,0
2376,40,Male,4,44411.53695169745,1,1,1,112789.35091155552,0
2377,36,Male,3,76510.13501700132,2,0,1,46413.19742046629,0
2378,62,Male,2,1261.9862089148005,2,1,0,91445.4604041164,1
2379,28,Female,2,2873.9696972122642,4,0,1,135990.97417395606,1
2380,18,Female,4,17078.295878214467,4,0,1,140312.97549866425,0
2381,41,Male,2,21091.655614067982,1,1,0,112362.12562774541,1
2382,24,Female,4,76395.55303101377,2,1,1,111873.82164438434,0
2383,42,Female,3,70669.41640165981,3,1,1,48830.57458337394,0
2384,38,Female,9,61608.81191298282,3,0,0,148566.67316688952,0
2385,32,Female,7,88485.88964833388,4,0,1,44087.36867734264,0
2386,18,Female,3,24714.87836563663,1,1,0,22516.90033768468,1
2387,29,Male,8,90440.49039044483,4,0,1,146833.22430882446,0
2388,24,Male,9,90947.10692651825,1,1,1,31398.364988264948,0
2389,32,Male,7,43425.97601868639,3,0,1,83025.88696931214,0
2390,38,Female,6,9438.620042016888,1,1,0,75554.0765356474,1
2391,36,Female,4,72655.9908189525,3,1,1,128748.84329077209,0
2392,46,Female,5,33692.867264707915,1,0,1,65532.29168137684,0
2393,42,Female,8,79492.95174367307,4,1,0,80305.4043902061,0
2394,50,Male,3,16369.028390380314,3,0,1,16123.27792130932,0
2395,66,Male,2,53951.51135743653,2,0,0,39097.223277690246,1
2396,49,Male,3,50807.37303182109,2,0,1,126619.39216278904,0
2397,66,Male,7,10031.44905696135,3,1,1,76970.56833308535,0
2398,52,Male,8,36333.282567265844,2,1,1,42330.44080159539,0
2399,61,Male,1,8475.531344672805,3,1,1,61647.02810586791,0
2400,55,Female,7,46474.03095122474,4,0,1,49913.387230259985,0
2401,43,Female,9,84290.45586137929,4,0,1,87870.9130254887,0
2402,28,Male,3,27020.476330413167,1,1,0,17202.442551080967,0
2403,52,Female,3,76486.19871874375,2,0,1,41495.77910444702,0
2404,25,Male,8,18342.741561245635,2,0,0,59695.09942734867,1
2405,63,Male,4,67373.49274906515,2,0,1,139949.97451292156,0
2406,31,Female,8,91553.73999304496,3,1,0,97258.9493314543,0
2407,27,Male,5,32392.80815657698,4,1,0,80595.5117857542,0
2408,19,Male,3,90041.16380886182,2,1,0,36715.283529122295,0
2409,63,Male,4,50542.09265263945,1,0,1,88099.42282652225,0
2410,26,Female,4,31680.51331656575,2,0,1,140061.33707468162,0
2411,20,Female,8,89650.82351115314,1,1,0,89283.30263918816,1
2412,38,Female,6,3203.726676972818,2,1,0,33068.36797366938,1
2413,43,Female,7,2801.8851272810452,2,1,0,149596.6596076977,1
2414,25,Male,9,59982.96042063329,4,0,0,79840.06188920236,0
2415,65,Female,6,79675.07173302343,1,1,0,54737.736873973314,1
2416,19,Female,3,75154.63074381063,2,1,0,80472.65852707335,0
2417,23,Female,3,7946.950335160552,1,1,1,46916.71133353017,0
2418,45,Male,3,95025.11935335578,1,0,1,14252.243489987288,0
2419,46,Female,2,70306.35376375155,4,1,0,134532.98035972004,1
2420,43,Female,1,94911.2053727739,4,0,1,70042.42031697732,0
2421,42,Male,1,32909.77589741021,1,1,0,115404.97803436806,1
2422,29,Male,4,69393.91279828174,4,0,0,145975.75318500507,0
2423,22,Male,3,85993.87467334853,2,1,1,98562.26070705423,0
2424,51,Male,5,38046.42231542933,2,1,0,106826.28740351358,0
2425,65,Female,9,96485.99187685702,4,0,1,142053.7326637002,0
2426,54,Male,8,26499.279122054097,1,1,0,82317.62244232015,0
2427,32,Female,9,31561.362602122066,2,1,0,54785.98290589694,0
2428,61,Female,5,92032.85766270387,3,1,1,138993.7959314797,0
2429,53,Female,8,96965.97465027032,1,1,1,19659.175228911317,0
2430,32,Female,4,28519.574830514972,1,0,1,40045.11352357104,0
2431,60,Female,5,13639.003964285845,3,0,0,57777.05062048488,1
2432,65,Male,3,75905.54097105976,3,0,1,119495.62695825468,0
2433,40,Female,5,92966.52663004483,1,0,0,136546.2025405974,0
2434,23,Female,3,60071.36437018746,3,0,0,73250.11696651184,0
2435,63,Female,5,63451.89544062467,4,0,1,50057.876834486706,0
2436,67,Male,5,76294.33341723002,4,0,0,59449.50140449975,0
2437,61,Female,6,15308.481884140823,1,0,1,101916.62399301092,0
2438,60,Female,9,97346.88964947393,4,1,1,32120.99632450122,0
2439,62,Male,1,36432.938472859474,2,1,0,86640.31002197023,1
2440,38,Female,6,62824.04259422626,4,0,0,92382.06172260115,0
2441,40,Female,1,46861.60204999929,4,0,1,109099.80505723103,0
2442,60,Male,6,46818.097976484496,3,0,1,94545.70715974254,0
2443,33,Female,2,70274.43721197214,4,1,0,23573.787005258546,1
2444,64,Female,8,99466.22988722545,1,0,1,106431.84428093098,0
2445,32,Female,3,65905.98504959515,4,0,0,13044.640289578125,0
2446,42,Female,6,79405.91315727352,4,0,0,64643.23250568832,0
2447,53,Female,6,2761.6057262270124,1,0,1,68388.8112799091,0
2448,28,Male,4,81042.73690648183,1,1,0,26328.267478619186,0
2449,68,Male,5,29997.588176829715,3,0,1,11379.99952095221,0
2450,32,Male,2,12670.184503466486,2,1,1,19962.657788706194,0
2451,21,Female,8,11333.408544770584,4,1,0,72481.99473386898,1
2452,38,Female,7,67987.48141696266,2,1,0,43649.593875485516,0
2453,30,Female,6,99761.683604055,3,0,0,19657.255692437364,0
2454,39,Male,7,66619.50983728997,1,1,1,45896.757532664255,0
2455,36,Female,1,26234.81500667757,1,0,1,84035.12962145737,0
2456,51,Female,5,20330.59710029397,1,0,1,113899.43745313447,0
2457,31,Female,7,52595.70992680407,3,0,1,67680.18857974959,0
2458,21,Male,1,6503.9299350703295,4,0,1,95840.85445272391,1
2459,65,Male,2,39933.08329271872,3,0,1,93547.05438381006,0
2460,69,Female,9,66623.49040057874,1,0,0,135484.0310823424,1
2461,63,Female,3,96766.22758084841,4,0,0,35115.198235660755,0
2462,44,Female,6,42565.34478156052,1,0,0,76700.2620902174,1
2463,46,Male,7,20022.39404073066,1,1,1,98456.1624124525,0
2464,64,Male,9,81736.24033727843,3,0,0,82761.12550765343,0
2465,45,Male,5,74419.95248606165,3,1,1,73047.82202065922,0
2466,52,Female,4,85970.38882047439,2,0,0,146284.25758048665,0
2467,25,Male,2,21471.872754289212,1,1,0,141881.9368258609,1
2468,33,Female,3,40483.21958498351,4,1,0,95603.76230740409,0
2469,59,Female,5,98155.44377230376,1,0,0,71540.59931015763,1
2470,53,Male,2,15804.231977637352,4,1,1,115753.49698291934,1
2471,47,Female,4,67145.08191554378,2,0,1,81810.86449834911,0
2472,35,Male,1,23718.446154726404,1,1,0,149379.74700220764,1
2473,19,Female,4,50015.90062825443,4,0,0,106031.22133115736,0
2474,66,Female,7,80050.9645795688,4,1,1,19542.408350564692,0
2475,30,Male,3,48858.6052555819,2,1,1,66267.49161608733,0
2476,21,Female,8,80548.169331191,3,0,0,112237.0576941188,0
2477,43,Female,6,42633.49054403459,2,1,0,127931.69419766353,0
2478,42,Female,6,99935.29298700328,4,0,0,123871.72999621004,0
2479,47,Female,1,43582.823422021014,2,0,0,146813.2814068211,1
2480,28,Female,5,14937.947863782641,3,1,0,78476.86929895126,1
2481,24,Female,3,40186.951564924886,1,1,0,29609.38590956886,1
2482,48,Female,1,74259.31846422302,2,1,1,101314.04533979387,0
2483,61,Female,8,84793.77577586286,2,0,1,19904.847002207956,0
2484,27,Male,7,46010.32991762624,1,0,1,146293.26260322772,0
2485,56,Male,7,59447.68410584397,2,0,1,116194.6298340156,0
2486,30,Female,4,84489.00678262903,3,0,0,147500.7684997266,0
2487,48,Female,6,81354.61799983199,4,1,1,62815.41874237183,0
2488,24,Male,9,65772.39053611328,2,0,1,12211.537300383547,0
2489,66,Female,3,81502.71042508549,1,0,1,82980.55773459912,0
2490,59,Male,9,57591.0758368637,1,1,0,26965.65798673805,0
2491,59,Male,4,464.8168925280638,2,1,0,105147.87753687949,1
2492,53,Male,5,4126.67844022232,1,1,0,79657.19949279694,1
2493,37,Female,7,97980.8399238183,4,0,1,115482.57667292589,0
2494,21,Female,6,14499.204200270522,4,1,1,50749.631009356424,0
2495,24,Female,8,40451.64088234628,1,1,0,126083.17900696615,1
2496,18,Male,8,93381.1275009968,2,0,0,101114.87636590029,0
2497,61,Male,8,19503.948473304943,2,0,1,148279.36120823765,0
2498,62,Male,3,84379.13444665007,1,0,0,34997.98455442259,0
2499,59,Female,6,81826.75681595904,4,0,0,17164.185326473864,0
2500,64,Male,7,98632.96545513396,4,1,1,129146.99136638294,0
2501,30,Male,9,28168.183364816836,2,0,1,57383.18007033219,0
2502,39,Female,4,31532.535538014596,4,1,1,70374.49096100636,0
2503,38,Male,5,90287.80010577865,3,1,0,139593.5567242701,0
2504,39,Male,8,23407.905920227957,4,0,1,71697.55366061293,0
2505,45,Female,1,54790.0956987109,2,0,1,51722.67068591754,0
2506,26,Female,6,70734.49591910563,4,0,0,18329.369240948083,0
2507,43,Male,4,27188.424526288567,4,0,0,72010.94744165652,0
2508,26,Female,5,93841.29454447588,1,1,0,101693.21363222336,1
2509,32,Male,5,66569.75480739203,3,0,1,47684.50808321075,0
2510,27,Female,2,4713.930826982504,1,0,1,110489.11562245204,1
2511,41,Male,8,13573.753126091393,4,1,0,76956.95272454359,1
2512,59,Female,2,19078.15700915636,4,1,1,130135.0208962553,1
2513,25,Male,4,24495.73639934497,1,1,1,32643.24611863863,0
2514,41,Female,5,73067.73700294364,3,0,1,115991.15285710797,0
2515,33,Female,1,8893.52447554681,2,1,1,140557.3607396805,1
2516,66,Female,6,35059.46722761345,1,1,0,113795.71106263489,0
2517,43,Female,2,91138.33233280017,4,1,1,66831.22606597737,0
2518,44,Female,5,55666.768633700405,4,0,1,42263.80737220393,0
2519,54,Female,6,26549.65638385357,2,1,1,23771.43833774656,0
2520,21,Female,8,95705.62964803098,4,0,0,99931.75768522565,0
2521,67,Male,9,24431.58919686824,4,1,1,29999.604184216027,0
2522,41,Male,6,90509.96212676428,2,1,1,127362.56218802129,0
2523,36,Female,5,72576.96736145556,4,1,1,144503.22797736217,0
2524,53,Female,4,74052.10369587861,4,1,0,29010.48495400773,0
2525,56,Male,2,76493.9318401616,3,1,1,62647.41316910133,0
2526,27,Male,2,50656.931205720924,1,1,0,141218.0947656977,1
2527,42,Female,7,81457.87260026688,3,0,1,75898.64150518618,0
2528,35,Male,5,83619.30977524903,3,0,0,84958.24789125894,0
2529,36,Male,7,36048.67216761171,4,0,0,114652.23985493596,0
2530,53,Female,1,40034.45182163753,1,1,1,39474.67752722682,0
2531,27,Female,1,88875.67185390259,1,0,1,147080.86990480503,0
2532,50,Female,5,52472.92604295243,4,1,0,119323.69434107572,0
2533,67,Male,2,86694.3495941869,3,0,0,32592.271773235236,1
2534,22,Female,8,62676.94617578074,3,1,1,25549.74080362806,0
2535,64,Female,3,59356.77567490424,3,0,1,140893.59177827596,0
2536,66,Male,1,3098.0953277861877,1,1,1,105903.89198276354,1
2537,52,Female,2,27789.439784074977,4,1,1,15399.422857236517,0
2538,61,Male,7,50205.764690231816,1,0,1,29878.210873281714,0
2539,51,Male,6,58731.71721347009,3,1,1,16696.094331619384,0
2540,50,Male,8,63043.45290007342,1,0,1,146371.43889865032,0
2541,38,Male,7,71622.28250116171,1,0,0,79699.12589066135,1
2542,34,Male,8,65623.34322936318,4,0,0,74700.78141266658,0
2543,39,Male,3,84857.67073958003,4,0,1,143809.02726503985,0
2544,65,Female,6,29547.03428875134,1,1,1,80649.03936558707,0
2545,54,Female,7,64156.99856658924,2,0,1,82485.67857436168,0
2546,32,Female,1,5115.951419627129,4,1,0,147773.6028694667,1
2547,52,Male,1,48019.00773220279,2,1,0,25600.510344621187,1
2548,45,Female,7,26803.29659518925,4,1,1,148005.67155031857,0
2549,24,Male,3,38088.71482946961,3,0,1,33194.90597492682,0
2550,49,Female,3,35466.27517649591,2,1,0,76207.60490610724,0
2551,28,Male,5,6043.067715263773,3,1,0,57265.9151469869,1
2552,27,Female,6,46664.58007513755,3,0,0,143758.97480380675,0
2553,26,Male,2,99462.92879915534,1,1,1,77970.46323497177,0
2554,31,Female,3,29893.605683648362,3,1,1,13222.03235071836,0
2555,30,Male,6,73614.59716682507,3,1,0,41036.75880115843,0
2556,42,Female,3,54778.83349204357,3,1,1,70313.68645206816,0
2557,19,Male,5,32522.53005314737,3,1,1,104694.65706805824,0
2558,52,Female,9,8960.706039242117,1,0,1,88666.41976969287,0
2559,24,Female,3,21585.79007652124,1,0,0,128987.30112312682,1
2560,38,Female,6,78185.3539490244,3,0,0,125980.70232460824,0
2561,35,Male,5,27902.017741864536,2,0,0,92671.30207314453,0
2562,20,Male,5,14430.248241185318,4,0,1,89984.09110397878,0
2563,59,Male,6,33129.834046067306,2,1,1,48943.0602410589,0
2564,56,Male,6,58404.29522276902,3,0,0,144106.82109923114,0
2565,58,Male,1,70346.31642899991,1,1,1,20759.18728341531,0
2566,66,Female,9,38736.483696958,3,1,0,65584.23618289398,0
2567,28,Male,5,49814.7157078349,3,0,1,102517.02454764396,0
2568,56,Female,1,45491.66920334615,1,0,1,142392.83401199986,0
2569,41,Female,8,900.3349923426885,2,1,1,80214.16785362127,0
2570,63,Male,7,39560.04748558483,4,1,1,135428.70571092708,0
2571,36,Female,7,58731.9810172082,3,0,1,24671.96891945207,0
2572,21,Male,5,56994.47164157611,1,0,0,84421.7844622826,0
2573,43,Male,1,74976.75583342469,4,1,0,54247.078363745444,1
2574,55,Male,9,67037.59104353387,4,1,1,121397.5466670332,0
2575,59,Female,9,27680.679711615376,4,0,0,72299.27366626862,0
2576,49,Male,8,25564.367155896263,1,0,1,76535.34805965975,0
2577,56,Male,5,46414.17980634341,3,0,1,19069.493233456255,0
2578,62,Male,3,73296.96677216548,1,1,1,71321.40857343072,0
2579,63,Female,8,9382.73065759644,3,1,0,21316.017570542517,1
2580,53,Male,1,94832.65830361623,2,1,1,51938.69653264752,0
2581,57,Female,3,54315.312370643165,4,1,1,27763.405643702517,0
2582,54,Female,7,30640.839493350068,3,0,0,56827.32942123024,0
2583,50,Male,4,69339.1230881426,2,0,1,41834.36827399513,0
2584,53,Female,7,4472.581624310179,1,1,0,49925.1935507316,1
2585,20,Female,5,48439.69157830629,4,1,0,30774.0176141349,0
2586,26,Male,6,48596.9647463809,3,0,0,71545.06582205278,0
2587,25,Male,7,16197.528490935032,4,1,0,79660.70628608906,1
2588,50,Male,7,83738.78159418832,4,0,0,127130.67704294794,0
2589,23,Female,7,79681.21186802542,4,0,0,85435.55637184704,0
2590,58,Male,7,15273.2394453709,1,1,0,42026.05406054695,1
2591,56,Female,7,36382.72935633775,4,1,1,113025.39752847912,0
2592,21,Female,3,10042.955663088793,3,0,1,51614.54454429233,0
2593,30,Female,3,84860.87568391967,1,0,1,115895.51651643714,0
2594,66,Female,7,32332.010374864083,2,1,1,64202.96814885425,0
2595,19,Female,2,43931.63078576527,3,1,1,81914.50876206586,0
2596,22,Male,2,32387.195002056647,1,1,1,80525.7795326274,0
2597,61,Male,3,31002.6016464951,3,0,1,143789.0175188508,0
2598,44,Female,4,74730.2253748589,3,1,1,31513.144123258997,0
2599,49,Female,6,74756.62341798232,2,0,0,141397.7837981869,0
2600,38,Male,8,51778.817048056946,1,0,1,88678.40222744072,0
2601,25,Male,7,65761.69493263144,4,1,1,149116.40139175233,0
2602,55,Female,4,51166.31973579566,3,0,0,90239.35864262078,0
2603,25,Female,2,2858.9209939715033,3,1,0,101892.65531597965,1
2604,67,Male,2,6600.643312993248,3,1,0,114940.3884336151,1
2605,20,Male,4,38374.05695128313,3,1,1,125050.48509819875,0
2606,61,Female,6,74974.63586283942,3,1,0,76858.90536469257,0
2607,20,Male,3,91322.6228134345,1,1,0,105003.14419179621,0
2608,39,Male,6,2970.830534675262,3,0,0,96083.6194262902,1
2609,23,Female,5,36803.0052686807,3,1,0,66992.17959014853,0
2610,19,Female,5,22378.24361164109,3,0,1,124911.66629796404,0
2611,40,Female,2,81520.5281165462,4,1,0,36942.79745047796,1
2612,61,Male,8,84596.81446546411,4,1,1,33398.299592832846,0
2613,19,Female,5,20640.886769189525,1,1,0,113101.35002952612,0
2614,55,Male,2,71082.72534348723,3,1,0,99247.94392018864,1
2615,34,Female,7,73175.60373014286,3,0,0,54472.46517509184,0
2616,52,Female,9,17705.76967825703,2,1,1,98918.18663231426,0
2617,51,Male,9,43369.59170082357,4,1,0,117890.60637790665,0
2618,40,Male,1,62033.78054437996,2,1,1,40375.26494874745,0
2619,47,Female,7,2606.660693259888,3,0,0,91395.17845267756,1
2620,69,Female,9,40459.183304588274,3,1,1,125453.22607246596,0
2621,25,Male,6,15495.823294762067,2,0,1,67573.395379697,0
2622,39,Female,1,54189.650112088726,1,1,0,90043.13906007551,1
2623,61,Male,2,84291.75834609546,1,1,0,20994.99859814562,1
2624,53,Male,4,52475.39386260373,2,1,0,126265.62187221213,0
2625,22,Female,4,3598.3596208683966,3,1,1,121457.69164444135,0
2626,30,Male,2,2965.724559679117,2,1,0,73875.6234195266,1
2627,46,Male,8,60550.314590414935,4,1,1,26694.777426353266,0
2628,48,Male,2,32798.15585256125,1,1,1,102455.82977248654,0
2629,64,Female,3,57266.650347189265,2,0,1,90217.21677378,0
2630,33,Male,4,16363.71089159876,1,1,1,138727.18564605253,0
2631,59,Female,9,77686.23528361118,4,1,1,49173.19417257561,0
2632,47,Female,1,86071.97057335678,3,0,1,14525.705011488511,0
2633,33,Female,8,88922.56020848936,3,1,1,45663.5454066839,0
2634,29,Male,5,30407.45888313513,3,1,0,69906.97711362883,0
2635,34,Male,7,66073.53676247317,1,0,0,31762.221544726966,0
2636,33,Female,8,27904.238713026018,4,1,1,147162.89216206098,0
2637,29,Female,5,76275.68208115785,2,1,0,41134.743638537504,0
2638,25,Male,8,12052.500222632356,3,0,0,104900.5196058835,1
2639,37,Female,8,76276.48111211612,1,0,1,73575.77608985134,0
2640,20,Female,9,43972.863766353476,3,1,0,87720.6996757344,0
2641,33,Male,2,85554.94904355281,4,0,1,140575.1989316331,0
2642,47,Female,3,73893.08599861465,2,0,1,84417.53783130027,0
2643,62,Male,1,37651.96406964849,3,0,0,52731.70858342213,1
2644,40,Male,4,90353.91853604525,4,1,1,40914.003050981744,0
2645,45,Female,5,28333.713927531033,1,1,1,134879.0018090308,0
2646,68,Male,1,96698.86314359233,4,0,0,148141.50919401666,1
2647,57,Male,8,76720.33839556843,1,0,0,45256.50224529325,1
2648,22,Male,2,99067.48512711893,3,0,1,111070.72333911661,0
2649,37,Female,1,5390.461639847755,3,0,0,80805.34801652188,1
2650,57,Female,2,27403.604587713082,4,1,1,107801.61971426988,0
2651,61,Female,5,74126.42565144732,1,1,0,144990.04018789018,1
2652,18,Male,9,92224.97012503754,4,1,0,48652.141978974585,0
2653,47,Male,9,2877.081711945295,4,1,0,113592.43748834962,1
2654,38,Female,2,0.9295975584744376,3,0,1,71312.55348850558,0
2655,37,Female,2,25624.262925624775,3,1,0,101354.77587139883,1
2656,23,Male,3,85277.86766315614,3,0,1,66931.26822384926,0
2657,39,Female,7,76715.3102143225,4,0,1,109167.03722323674,0
2658,35,Female,3,34027.7462168857,4,0,1,57250.220965854685,0
2659,25,Female,1,201.12643454357482,2,0,0,78369.71366298338,1
2660,56,Female,6,55470.574095372715,2,1,0,109231.1102862181,0
2661,49,Female,3,23795.547145095086,4,0,1,15978.951704916502,0
2662,50,Male,1,74560.89284998436,2,0,1,55932.53437834273,0
2663,33,Female,4,44634.9664382626,4,0,0,86465.85836774492,0
2664,29,Female,1,67860.19230476671,3,0,0,20378.924929331894,1
2665,55,Male,1,85230.88298882902,1,1,0,108441.94794013683,1
2666,69,Male,2,53575.97995185033,3,0,0,123860.17390883756,1
2667,51,Male,8,33595.55407282924,4,1,1,32865.82333866028,0
2668,31,Male,2,76954.3546015249,3,0,1,112684.82014843932,0
2669,53,Female,2,26518.723977117785,4,1,0,100468.01886646065,1
2670,50,Female,8,89151.88161064341,4,0,1,67522.98704083473,0
2671,40,Female,6,7142.764673293578,2,0,0,33098.33848627334,1
2672,67,Female,4,83546.86411085447,4,1,0,143682.97071978633,0
2673,62,Male,3,9155.572727095107,1,1,0,74961.53684474241,1
2674,19,Male,1,5613.698040981574,2,1,0,35710.08331992217,1
2675,58,Female,3,36325.69373481609,1,0,1,110542.99440757168,0
2676,38,Female,9,95654.9354474828,4,1,1,95105.71377693652,0
2677,19,Female,5,98348.60541916022,3,1,1,124267.71858609995,0
2678,44,Female,6,20207.05009661593,4,0,0,149453.5396383426,0
2679,26,Male,5,14863.755566206615,4,1,1,16281.403279049448,0
2680,18,Female,1,35295.33315547776,3,0,0,113504.2062498541,1
2681,28,Male,1,33708.68408810738,3,0,1,148478.32447494095,0
2682,20,Male,4,75959.28827379746,1,1,0,85352.42945469372,0
2683,69,Male,3,44399.90207467262,2,0,1,110198.28759394033,0
2684,40,Male,8,77988.35857345133,2,0,0,71755.47209892645,0
2685,43,Female,7,74871.30970250459,2,0,1,59948.319961191955,0
2686,21,Female,7,57831.04301259233,1,0,1,107504.1328571666,0
2687,35,Female,8,83351.20997416551,1,1,1,148332.51657505802,0
2688,23,Female,7,19564.77465527071,3,1,1,22833.298195943957,0
