Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,PCA1,PCA2,Cluster
27,1,9,85280.53137029476,1,0,1,13280.416844464104,0,-66935.04480497203,35683.16453460871,0
60,1,1,17380.095453856793,1,1,1,29348.04106872137,1,-51048.281188338326,-32259.815188401346,0
51,0,9,22255.370972767098,4,0,1,130039.79847764727,0,49656.10098127356,-27652.6767662928,1
43,0,7,48741.11778902902,3,0,1,115819.58727931631,0,35506.465828731045,-1129.1585774801788,1
58,1,1,85232.86764854423,3,1,1,121845.00668011067,0,41629.03337547387,35346.41755223883,2
66,1,1,19760.658139085874,1,0,0,48682.92670676725,1,-31707.125158084942,-29930.745455931818,0
20,0,5,97106.58321072983,4,1,0,43053.88660125045,0,-37130.19047985576,47429.89430537298,0
23,0,8,12760.230831514142,2,0,1,15232.13731002376,0,-65176.43675212854,-36842.0759025275,0
22,0,9,17507.7945180508,1,1,1,76117.58456007173,0,-4278.5636502091365,-32256.653488984237,1
22,1,6,16723.37833660754,4,1,1,63537.24018814896,0,-16860.952147001153,-33007.568221973444,0
64,1,8,58600.59530346195,2,0,0,127024.05404411016,0,46737.14657042037,8700.448967951343,2
40,1,6,91754.1081596636,4,1,0,105461.45819370108,0,25262.907503834984,41911.2607042001,2
66,1,6,25511.138716643833,2,1,1,30200.03087985143,0,-50174.64320600034,-24131.06941269373,0
26,0,4,55303.685345856145,3,0,0,148201.7196598176,0,67905.95799065883,5347.159281243054,2
52,0,5,17577.251004746075,3,1,0,117889.70262024576,1,37493.591407608605,-32298.427140091677,1
37,0,2,63113.689620779856,4,1,1,110833.25219571612,0,30558.41936692773,13256.639806349587,2
66,0,3,12324.633617951176,4,0,0,40326.18156499971,1,-40083.64115720207,-37344.4914549783,0
59,1,3,49131.076751269786,2,1,0,136721.92408627248,0,56409.76698170327,-794.8592889974825,1
52,1,5,65518.181367686746,4,0,0,76348.90884828716,0,-3919.3990287494235,15752.947183122735,2
67,0,5,57912.79167555102,4,1,0,51671.833401308075,0,-28616.638386323015,8213.294028612727,0
35,0,6,14000.04827007425,2,1,1,101676.70233470954,0,21271.123223474526,-35832.44556549645,1
34,0,5,16137.337151482934,2,1,0,39645.27453809684,1,-40754.393537061136,-33529.988327582294,0
41,0,6,67139.10048249882,3,1,0,137059.18830333606,0,56794.98129148812,17212.20254489744,2
20,0,8,80890.92960897762,1,0,0,129608.1111493755,0,49380.54852514528,30983.823488553222,2
49,1,2,90807.44025295907,4,1,1,75087.59172008195,0,-5113.372011314699,41045.47502120927,2
52,1,4,81361.15153461168,2,0,1,36692.039028570995,0,-43533.94194085125,31701.458631448688,0
55,0,6,97392.38788871947,3,0,1,79510.57729905256,0,-672.8678307005466,47618.62188120315,2
30,0,5,40825.18041651354,1,1,1,30879.350458046007,0,-49454.54830787648,-8818.890873624063,0
64,0,1,33116.57542220343,4,0,1,47778.84385637272,0,-32575.640966281666,-16572.46814838494,0
42,1,9,2818.4052345116893,3,1,1,77582.53468272743,0,-2852.7332127861446,-46949.89153693677,1
26,1,3,44989.585598809346,1,0,1,12959.56374683284,0,-67363.18262024548,-4606.784036567718,0
21,1,2,65137.15524132325,4,1,0,117201.16449656153,1,36931.697057275815,15263.141918543573,2
31,0,9,81540.86413224756,3,0,0,37568.08280599301,0,-42657.42283382208,31878.837886730245,0
54,1,7,26745.53827743703,4,0,0,131325.57601997984,0,50953.83029910746,-23165.94912156475,1
51,0,5,51359.12763692905,1,1,0,13116.37583878054,1,-67189.4102907912,1762.3178585090573,0
28,1,6,66200.95646140465,2,1,1,84498.43669824931,0,4231.917895186853,16414.019475819536,2
58,1,4,55160.286598409395,3,0,0,118731.13369215222,0,38435.09481285143,5282.234668655772,2
20,1,1,27402.071740240775,1,0,0,43312.78066377441,1,-37056.904988126,-22275.059426970387,0
45,0,4,79628.24382950623,4,0,1,109057.4284295862,0,28826.576528513877,29775.864090971976,2
46,0,9,17336.101247193368,1,0,0,110921.4954514777,1,30524.766785014872,-32521.021251588772,1
26,1,1,90497.9833786364,1,0,1,99298.11322798044,0,19096.239542536874,40671.5519996025,2
20,0,3,95259.67490548112,2,0,1,60995.38239558064,0,-19193.676198491972,45535.218323727495,0
42,0,5,36557.32620752621,3,1,0,119909.07174089126,0,39563.49305292143,-13323.796355301165,1
51,0,7,37618.17904859518,1,1,0,97980.72047455193,1,17638.04438408828,-12204.556942144285,1
29,0,9,74327.82589171942,2,1,1,92654.34927995592,0,12409.441617125296,24519.142708468666,2
59,0,6,45628.85985520006,2,0,0,124682.57768336088,0,44361.1376335354,-4265.005659446309,1
26,0,3,2861.0143599235194,2,0,1,44249.326033231446,0,-36185.710303468106,-46818.52361762493,0
32,0,7,91987.6727675241,4,1,0,42548.313497850206,0,-37649.39225849,42312.34823607721,0
57,1,4,43075.03419657628,2,1,0,64102.56420085083,0,-16225.461360446163,-6657.511125048593,0
42,0,3,20349.51005403113,2,1,0,20238.629613596622,0,-60149.7535408298,-29266.154768821925,0
22,0,7,55566.407314878605,2,1,1,57235.08570926088,0,-23059.653913355112,5852.104289030343,0
28,1,7,21890.616259131657,2,1,1,66878.09099474148,0,-13506.353948639764,-27849.24456502617,0
51,1,4,20602.199968160785,3,1,0,79308.1456004727,0,-1079.7740686822508,-29170.75477174327,1
41,1,7,54573.132739063265,3,1,0,45561.88497412909,0,-34735.45804571064,4889.916374740387,0
32,1,2,39104.22921894691,2,1,1,136957.9426786776,0,56619.08534074492,-10822.299733065112,1
55,0,1,57299.32782532223,1,0,1,49910.97148874803,0,-30379.127629595612,7604.521140111836,0
25,1,2,99682.54368112404,4,1,1,129217.1088517914,0,49039.585539629,49776.41209262677,2
22,1,4,85901.81543707683,1,1,1,72293.34107418163,0,-7920.675469187176,36147.308071560175,2
65,0,8,767.0799289788755,1,1,0,110541.93742932226,1,30101.090568470085,-49088.97315503298,1
43,0,3,5055.570953738975,2,0,1,25526.33431774607,0,-54902.79194511811,-44574.11963361978,0
35,0,6,61007.94401312446,1,1,1,86249.21083382532,0,5968.858016060563,11216.363512854252,2
23,1,6,62625.608113229806,3,0,1,144515.62529199215,0,64239.37333283429,12678.871343364175,2
54,0,9,87819.08440759934,3,0,1,103275.16931106854,0,23066.148341551467,37982.07250208688,2
65,1,9,62905.71745218257,4,0,0,124840.49646117684,0,44565.060318942036,13011.37018410331,2
30,0,4,22771.45385157423,3,0,0,46549.8647048532,0,-33832.162685127805,-26914.28053743162,0
45,0,9,46851.62277036509,3,0,0,122023.6489243872,0,41705.47418150179,-3035.1669382084947,1
22,1,6,80898.54006711885,2,1,1,59175.473368397834,0,-21051.81928223119,31178.98041168569,0
30,0,2,92282.49645983714,3,1,1,77910.93400648398,0,-2286.112075713434,42513.00806851971,2
34,0,6,23691.511896670912,1,0,0,36314.08047892236,0,-44065.46069484421,-25966.97013257908,0
67,0,2,53960.473501332584,1,0,0,77997.77432068189,1,-2301.3149442824797,4190.889723915279,0
57,0,8,15892.755017040272,3,0,1,82198.25806279246,0,1797.78796778353,-33887.87875613876,1
62,0,4,49699.969892756926,4,0,1,97125.804960858,0,16815.30308394313,-120.53248102612997,2
49,1,5,9011.412074950107,4,0,0,131608.7311987852,1,51189.76240659498,-40900.7664313425,1
46,1,8,94172.80699504742,4,1,1,52679.16166251228,0,-27512.761416663474,44470.49851211883,0
68,0,8,63805.64582826155,3,0,0,147779.14860618825,0,67506.02746532219,13850.21482605728,2
20,1,6,85421.67417136772,4,0,1,128676.59352577468,0,48461.09857328306,35517.03241435449,2
57,1,4,99829.51741819063,3,0,0,66409.16673349663,0,-13767.74240403698,50090.62892022142,2
51,1,1,18266.599470537825,1,1,1,41732.90987050836,1,-38661.09577200334,-31406.292471170287,0
57,0,7,69414.34149596487,4,1,1,20009.24084566297,0,-60248.49266224468,19799.11353732374,0
44,0,8,88698.6293506858,4,1,1,42810.986310987384,0,-37395.47831362656,39022.617037590906,0
30,0,9,57593.816741179005,4,0,0,133833.20903030594,0,53543.59643011434,7675.542713884977,2
62,1,2,63969.637836656104,1,0,1,50884.39759912171,0,-29387.943381732366,14272.215484324915,0
50,1,1,40767.10895171374,3,1,1,29317.17428089086,0,-51016.87348329433,-8872.802407888317,0
23,0,4,67476.0833716514,1,1,1,13174.442519688617,0,-67088.4280676496,17879.061843162817,0
41,0,5,39557.79146961238,1,1,0,51675.24811489547,1,-28662.099101411106,-10141.650192921763,0
36,1,1,47661.96381514484,2,0,1,40261.379418984325,0,-40054.347740864265,-2007.113975837252,0
33,1,5,10291.174262282488,4,0,0,24308.328376343205,1,-56106.85236515196,-39335.29160408084,0
57,0,6,780.8400180381648,3,1,1,143152.01217012518,0,62711.08630362204,-49162.046508228086,1
45,1,3,5515.112413894685,3,1,0,47467.06256393038,1,-32960.91781746177,-44173.003096184766,0
50,1,7,19252.16409376017,2,0,0,10864.756129668462,1,-69526.51574472897,-30338.536294475907,0
65,1,6,45660.381959506536,2,1,1,142198.58169520856,0,61877.163511811625,-4280.124902104595,1
58,1,4,2099.4070851453885,1,0,0,90991.8460798876,1,10554.616188536427,-47704.59316350709,1
30,1,3,15593.66391542325,2,1,1,21593.814903311115,0,-58807.236874777685,-34025.59260212207,0
60,1,5,78144.46038844385,3,0,1,14399.076834452382,0,-65835.39039942303,28544.140101337725,0
62,1,3,76216.6558262047,3,0,1,25098.868901747323,0,-55140.769571243436,26587.851200047713,0
42,0,9,78973.02916754999,3,1,1,92808.71946136284,0,12576.180458239847,29163.918459969842,2
59,0,9,92154.0943196774,1,0,0,18662.0246866246,1,-61535.153118912094,42542.37308057657,0
53,1,6,11907.100073451917,4,0,0,89539.6835564858,1,9128.574501254028,-37893.0681566289,1
44,1,6,16313.987622788296,4,1,0,101355.74278105811,1,20956.326357173763,-33517.65977374626,1
55,1,4,33355.36146013144,1,0,0,30660.749410700977,0,-49693.03893427129,-16288.101267551807,0
24,0,4,91514.11989809095,3,1,0,78380.58398496134,0,-1818.5098074236157,41743.38365828622,2
22,0,2,77547.7743005945,3,0,1,144943.19014868484,0,64706.671088941905,27599.846118633235,2
60,1,4,32412.127233231968,1,1,1,127108.38251004546,0,46751.740637656854,-17488.150806464535,1
62,0,8,8763.581778273488,1,0,0,111271.00864683394,1,30851.452098326947,-41094.44100892747,1
68,1,2,61638.002614883415,2,0,0,82482.91742430725,1,2204.255820588136,11856.448677770182,2
48,1,9,25681.916580565234,1,1,1,65198.46583061873,0,-15175.877673617484,-24053.485220054197,0
40,1,1,53115.25659685531,4,1,0,73200.86305697125,1,-7100.459952554156,3358.448933248059,0
59,1,2,94180.3359600977,1,0,0,117045.4010993513,1,36853.26993784013,44306.63442757307,2
27,1,2,57261.72453143344,3,1,0,87601.71464617665,1,7311.381645782079,7466.555896716112,2
49,1,6,92383.4436423364,3,1,0,117051.5579409681,0,36854.64198436518,42509.73208847896,2
60,1,7,39303.87859948754,3,0,1,145782.21586062037,0,65443.85899079988,-10646.148148242886,1
47,0,3,63335.13372887707,4,1,1,99671.98110798348,0,19397.77755125682,13507.803116460651,2
56,1,9,89388.99739469642,4,0,0,94434.49803742889,0,14229.688749316818,39575.520669820624,2
48,0,5,58798.73116091384,2,1,1,66862.67279137675,0,-13423.493879607166,9058.780540989595,0
35,1,5,61489.86770271042,1,0,0,37545.55344642335,1,-42733.34345045439,11827.972530978717,0
53,1,4,71630.79820812245,2,1,1,62388.10391460028,0,-17863.877921113854,21902.716879135194,0
19,0,9,88210.7757188253,1,0,0,82813.60667215106,0,2605.7010660330416,38428.247034648964,2
31,0,8,8818.006124085297,1,0,1,14879.79202507231,0,-65539.27802081057,-40783.34841875815,0
30,1,4,33685.93821760869,4,1,1,76612.70347512091,0,-3740.367642750076,-16079.885537028567,1
46,0,4,39768.47260806038,3,1,1,130700.905838097,0,50363.83948064229,-10141.397600216318,1
29,1,2,90970.96653891775,1,0,0,146727.4107547074,1,66526.62838512163,41018.23978279142,2
56,1,9,95600.79245162016,4,1,1,129776.814123519,0,49588.42017188002,45693.18495580978,2
19,0,3,12038.046466512476,2,0,1,34077.444442315245,0,-46333.119464588446,-37614.43857933933,0
49,0,4,11910.76797887808,3,0,0,31701.846847142504,1,-48709.04741228941,-37735.39093284724,0
30,0,7,93486.17942523625,2,1,0,65063.708173537125,0,-15130.087223585215,43750.89607901015,2
63,0,8,29577.19013825927,2,1,0,41560.265882831125,0,-38803.62149914467,-20095.28219148864,0
44,1,8,24181.441903715273,4,1,0,104639.23057688576,0,24260.75179756344,-25658.976584231572,1
66,0,4,3562.2865754098675,3,0,0,21838.13462658959,1,-58594.95473875957,-46057.57786523951,0
58,0,7,27559.593477064904,1,1,1,72120.69493513506,0,-8248.67322548585,-22194.247343155363,0
34,0,1,69352.64272259883,2,1,0,49249.874470717376,1,-31008.127098170982,19659.553665294436,0
57,0,6,42603.61627395617,1,1,0,93356.40417997492,1,13027.019625540968,-7206.823863896294,1
48,0,6,51687.03516517602,3,0,1,121589.10277115522,0,41283.805214607055,1801.3854136033406,2
51,1,6,91729.55966148851,4,1,0,139298.83983540582,0,59100.10386905879,41796.610848445365,2
41,1,2,11468.978267131646,4,1,0,144939.382791092,1,64526.910655745145,-38478.70551865252,1
62,0,8,7124.071524259901,4,0,1,59167.2347563592,0,-21256.50272445748,-42595.20465622743,0
52,0,5,85193.07491238942,1,1,1,129818.68945626574,0,49602.58189449036,35285.39280935679,2
65,1,5,77485.57974307066,1,0,0,92874.82961970942,0,12638.329742321192,27676.29826624848,2
23,0,2,26373.41869450325,3,1,0,106915.7580361772,1,26543.107837361546,-23473.069447610233,1
36,1,4,32423.412637408288,1,0,1,129158.27933244896,0,48801.66013142461,-17482.323857189607,1
47,1,9,31027.783577566028,4,0,0,28215.84938531151,0,-52144.12815360017,-18609.160669117016,0
24,0,9,64780.87980219113,2,0,1,142637.01752451417,0,62366.51123956566,14839.137706867295,2
27,1,6,6121.150698897937,2,1,1,86635.5926585516,0,6209.087077133299,-43671.26406381567,1
58,0,9,48940.15852637269,2,1,1,57040.46445582368,0,-23271.918539979335,-773.6027829516024,0
49,0,4,13387.296911274516,4,0,0,57422.37645732858,1,-22984.677317526337,-36327.35530022351,0
51,1,1,81973.85409262475,1,1,0,115140.04713495752,1,34915.419537132446,32105.26937103476,2
45,1,2,38066.300430996525,2,1,0,105012.3808381976,1,24670.873040346312,-11775.160898827613,1
32,0,1,52757.21932194592,1,1,1,112127.21277759016,0,31824.798354302708,2896.7606934021096,2
47,1,8,2931.7608778785975,1,0,0,45419.37061939293,1,-35015.48138681363,-46750.89292503101,0
54,0,9,5826.4313541052325,4,1,0,33827.470260059206,1,-46599.63275207422,-43825.366052174155,0
46,1,6,67505.48307334661,1,0,1,111060.35142366945,0,30797.212202164592,17647.812971418396,2
39,1,2,76677.0545141332,1,0,0,51787.30208260909,1,-28451.205174847557,26977.18288209261,0
21,0,6,71003.55846022014,4,1,0,41141.06150214156,0,-39112.515358433244,21332.05552406492,0
37,0,9,73701.86364578603,3,1,1,40045.19048716963,0,-40201.19742609545,24033.269201305586,0
49,0,3,10461.985054932898,2,0,1,30776.130558513087,0,-49638.61820635086,-39181.703743573016,0
53,1,9,69345.08410975411,2,1,1,69754.1917945249,0,-10503.902506510669,19597.396625883157,0
67,0,2,18174.758268909365,1,1,0,46532.80050349267,1,-33861.46663414389,-31510.914394957697,0
21,0,5,9801.54318767854,3,0,0,135141.16653039173,1,54724.28902786139,-40120.04420546336,1
44,1,2,75716.0830454841,4,1,0,106479.54915915371,1,26238.289176040184,25870.58149669099,2
34,1,7,88940.61171015647,1,0,1,114140.68626052156,0,33934.61305549319,39074.663370657094,2
29,0,9,71670.99074051587,4,0,0,66505.46889425689,0,-13746.420627511834,21931.945645646185,0
39,0,7,80557.34528147534,2,1,0,94029.3325383079,0,13801.007876272357,30744.97873546277,2
34,0,5,99108.8155121616,4,0,0,80111.69769856664,0,-67.17919410415925,49333.44277414244,2
27,0,4,13475.591140668452,2,1,1,33443.20447315217,0,-46963.529285781544,-36175.21016327981,0
18,1,4,96515.25524330384,4,1,0,16699.517307109832,0,-63486.04092652362,46908.744274624485,0
39,1,8,60119.78054901025,4,1,1,105692.58366371757,0,25409.796951614335,10276.42980811221,2
43,0,1,81325.31573450204,3,0,0,26964.144291863115,1,-53261.897654163404,31691.526186715644,0
35,0,5,65016.918158767,4,0,1,18028.881449012835,0,-62240.554503076964,15406.979052918294,0
67,0,2,57003.77887853492,1,0,1,71861.42657402564,0,-8429.53728881116,7250.52404515841,0
31,1,9,70361.89940216878,3,1,0,113323.69180119956,0,33068.1504878681,20498.192403838555,2
64,0,7,32025.86645129828,1,1,0,117641.58149253223,1,37283.944672827754,-17849.20222858148,1
46,0,8,92427.15234919128,4,0,1,132285.74494024747,0,52088.89134809248,42512.87538095588,2
29,1,6,11529.25720557787,4,1,1,37889.96314982699,0,-42521.96902012026,-38133.377930223774,0
53,1,9,31803.118408646213,3,1,0,147987.41513405138,0,67629.07755184923,-18152.753702804086,1
52,0,6,3116.235320050331,2,0,1,116849.27007497312,0,36414.65607362529,-46756.62111636165,1
69,0,7,27132.304764609173,3,0,1,32009.868433024203,0,-48360.49524917992,-22514.72830799307,0
29,1,7,21821.307714140436,2,0,1,127700.98003935751,0,47316.13491765308,-28080.510727178058,1
24,0,9,4963.086067863121,2,1,0,79854.29814787979,1,-575.2670767080999,-44811.26750543969,1
46,0,8,49177.40638486221,4,1,1,19316.49152557518,0,-60995.12604768028,-435.90518952738785,0
28,1,1,46863.60418556098,1,1,0,28485.84805609651,1,-51831.96324977325,-2774.115145858552,0
50,1,4,7774.544389866889,3,0,0,70745.05946729927,1,-9676.987049927862,-41975.563273854736,1
23,1,7,26185.053140841417,3,0,0,84270.95362457131,0,3897.882129611564,-23601.136241820102,1
64,0,8,95332.2160466356,4,0,1,142648.93838185663,0,62459.78367436545,45390.33388975589,2
32,1,7,11073.662451042032,4,0,1,40199.74614974271,0,-40213.40734262528,-38595.12150979115,0
49,1,3,30501.864885946816,3,1,1,76374.63143399326,0,-3986.9172321239457,-19263.31365206963,1
68,0,4,3586.239845465855,3,0,0,41624.52569883425,1,-38808.57002186137,-46086.31145133009,0
28,0,7,14888.720262376675,1,1,0,88176.09644970545,1,7772.931503911925,-34907.82760360857,1
40,1,8,69939.71074657896,4,0,0,137304.53021604943,0,57047.77973365101,20012.149589851055,2
43,1,7,36671.650066293885,1,1,0,89485.07996280235,0,9139.91355703419,-13128.460560814783,1
51,0,6,45207.657067912056,4,0,0,81409.87545509341,0,1087.4672096322029,-4570.981342950618,1
63,0,9,15697.839513065615,4,1,0,115018.1169685458,1,34617.011530912,-34170.18557534856,1
51,1,9,68214.01728913016,1,1,0,30665.89630433857,1,-49595.0712103501,18570.417276130967,0
46,1,7,75152.15980912537,2,0,0,136786.09866089746,0,56543.229640002086,25225.960639466175,2
21,0,8,18111.204951673975,2,1,1,90868.75621521684,0,10474.162452890349,-31692.52429231642,1
34,1,6,4499.346361994217,2,0,1,106083.31812070764,0,25652.425120740576,-45344.847631766024,1
52,0,1,8094.113430901851,4,1,1,124654.50649581588,0,44233.1198100764,-41799.54426611538,1
30,1,1,65704.57572030177,1,0,1,98905.2989850413,0,18637.407365490173,15879.278215166953,2
58,0,6,13551.060249483891,2,0,0,99768.72593648138,1,19361.95814137229,-36276.351481436286,1
56,0,2,49391.88341688355,3,0,1,112147.0017352264,0,31835.626211304916,-468.6159789413214,1
32,1,8,15264.153092617003,2,1,0,17313.117902175472,1,-63088.796106409,-34343.70371069659,0
46,1,1,17014.804820523976,1,1,1,63509.47114425484,1,-16887.944975628918,-32716.06883479937,0
46,0,2,436.0503341518607,4,0,0,144811.14428315623,1,64369.29438613051,-49511.252867692354,1
28,1,8,32082.42558583879,1,1,1,46111.01971821995,0,-34246.21307431603,-17602.17326599785,0
69,1,6,8979.726607286031,4,0,1,85915.76275832711,0,5496.871679426433,-40810.7815508028,1
49,1,2,39396.12753404253,1,1,1,34559.84470858309,0,-45777.87226681039,-10257.739034090482,0
19,0,2,59778.430961758386,1,0,0,55258.40413900191,1,-25025.112804045464,10069.376468479022,0
64,1,7,36753.19479281169,3,0,1,110391.2059838099,0,30046.182696046846,-13102.584503603619,1
31,1,5,70508.16308353352,2,0,1,100033.16336938816,0,19778.058642885953,20679.845296138163,2
37,0,5,74145.17680393581,2,0,1,68004.29065730589,0,-12241.015931170346,24402.1319053767,0
39,1,8,69660.63873608118,1,0,1,141330.66679980906,0,61073.15893193091,19722.357859424585,2
28,1,7,93671.35596314982,2,1,1,118506.5541676481,0,38313.06237928897,43793.76551572419,2
44,0,9,23729.427699515105,3,1,0,47509.33606403756,0,-32870.14379177754,-25958.864948526923,0
20,0,4,18945.64531149766,1,1,0,75162.48389982268,1,-5229.832254974419,-30816.26457152799,1
34,1,4,60971.14892418672,2,1,1,132924.83081238603,0,52644.21453858657,11055.281731472664,2
61,1,2,59487.70094341834,2,0,0,13144.975884245005,1,-67139.16571094241,9890.786190203391,0
45,0,3,51009.83336748071,4,0,1,91405.27988161954,0,11098.286081921804,1204.558843253406,2
46,0,1,435.31914942644966,2,0,1,42474.45756189555,1,-37967.0314768854,-49239.48415197912,0
38,1,1,55523.822990599845,2,1,1,18934.816499452332,0,-61359.900656938305,5911.505233817239,0
64,1,7,93279.8056872979,4,0,1,137800.55148309513,0,57605.948850829634,43350.84098541212,2
33,1,5,33457.768911286286,1,1,0,124279.62323172225,1,43925.775573081715,-16434.98047097883,1
54,0,3,96759.91933202503,1,1,1,35941.09823264961,0,-44243.87656221144,47102.17142501048,0
37,1,7,35675.667919769425,3,1,1,127172.50855252887,0,46824.5564300244,-14224.792437433396,1
23,0,2,13985.450251781784,4,0,0,30499.836925131116,1,-49905.5287749005,-35657.51532313236,0
36,0,3,39840.34149271385,1,1,1,76662.59038023742,0,-3674.0930760008196,-9925.6369204586,0
22,0,1,49461.13129235441,2,1,1,111608.26206695332,0,31297.072685623934,-397.93379768788145,1
20,1,8,62946.44101765912,2,1,0,84732.78352958204,0,4457.5978047719545,13158.891557986914,2
18,1,2,50487.81620223341,2,1,0,129109.30012000988,1,48800.7825087535,582.1460903987172,2
55,1,7,53671.862740621815,3,1,1,96362.9006454082,0,16062.977708805382,3853.3777315023617,2
32,0,9,2406.7038357605375,1,0,1,70473.23060620755,0,-9963.108401711143,-47342.66097419704,1
51,1,6,25362.016913398933,4,1,1,139522.6926320811,0,59147.2338264103,-24571.292683590367,1
52,0,2,31069.6657939172,1,1,0,15081.251976205926,1,-65278.56745048256,-18532.304083874344,0
66,0,2,98708.8537881449,4,1,1,78375.84022019967,0,-1804.095377574704,48938.10466420283,2
42,0,9,29556.773848703368,4,0,1,102509.41562678346,0,22145.257705789496,-20277.992470012156,1
41,0,8,89657.88488242852,1,1,1,127048.17465852486,0,46843.965665285796,39757.564219636704,2
29,0,9,30473.620054107876,2,0,1,85761.91349073555,0,5400.2562400598545,-19316.55462916368,1
35,0,4,9611.033104239108,2,1,0,133972.48078096315,1,53555.100200730856,-40307.44166632583,1
32,1,4,24761.739906094437,4,0,0,69678.75699765811,0,-10698.052689267235,-24985.588649299076,0
61,0,2,27282.838491429797,2,0,1,54398.00191286109,0,-25972.040338374456,-22423.809747126485,0
33,1,1,97824.85938889842,3,0,0,146333.68664362738,1,66151.1560857581,47873.15673407092,2
44,0,4,67429.15055672372,3,1,1,103405.3342367939,0,23142.01888878712,17591.86433923363,2
25,1,8,93168.0995620966,4,1,0,69608.94590154786,0,-10585.712608710732,43420.7143852294,2
63,1,2,83499.50222048219,2,1,0,132946.56317877694,1,52725.93497169977,33583.49728507663,2
42,1,8,57859.84906780975,4,1,0,105631.25796652936,0,25342.45378930749,8016.669634707956,2
34,1,1,67538.79242455633,3,0,1,99310.85880106916,0,19047.849875132248,17712.408500665704,2
46,0,1,62483.71936960315,3,1,1,111995.3101747253,0,31718.79579721851,12623.577483541849,2
25,0,4,66626.30261917866,3,1,0,113361.03534779623,0,33095.546809711464,16762.509428177138,2
32,0,7,26477.366462727627,1,0,1,79017.67415747473,0,-1354.6003060851654,-23294.835640565645,1
44,0,9,40812.51342079371,3,0,0,68703.05859569869,0,-11631.007927824772,-8932.273972234638,0
63,1,5,59261.58115981464,2,0,1,137299.57536290892,0,57014.39151543613,9334.0710472114,2
67,1,2,3592.846505585712,1,0,0,79614.68353873631,1,-818.529277668873,-46180.864179261764,1
69,1,7,48283.490140169335,3,1,0,40215.02930593528,0,-40099.042550557744,-1385.4664417006497,0
24,0,2,85972.69333978533,2,1,1,83024.3900155082,0,2810.524170572913,36189.61131982915,2
20,1,9,49236.772758532985,3,0,1,14819.093987909784,0,-65492.34968335449,-364.5634485427945,0
46,0,9,55232.336865549936,2,0,0,111264.56927450807,0,30968.748662058482,5374.166487848393,2
61,1,3,20190.512051519083,2,1,1,27777.768268233267,0,-52611.064901448684,-29445.22726594448,0
41,1,8,79434.3343985438,3,0,0,25641.397147959997,0,-54589.675383738046,29804.073737256294,0
20,1,4,35887.828803752884,3,0,0,142489.86004501078,0,62142.41847801405,-14053.419011295853,1
37,1,3,95658.75534795444,1,0,1,118157.93540422204,0,37969.73689868231,45782.08614716271,2
63,1,1,99371.48082595791,3,1,1,67992.02868778298,0,-12186.105682374153,49628.37914004508,2
32,0,5,91600.0542595843,2,1,1,43540.65993678563,0,-36658.081479423076,41922.088703375375,0
42,1,4,8487.674481614393,4,1,1,128088.66727377332,0,47668.31633145829,-41415.12901698791,1
47,0,1,33318.31554960268,1,0,0,145601.73810550533,1,65247.44358885412,-16631.20940364853,1
31,0,8,94513.76351025174,2,1,0,81169.5746449919,0,978.4583820802654,44735.59017070197,2
24,0,8,80453.32948444376,2,0,0,91210.6501145316,0,10982.058404260271,30648.46883695131,2
34,0,8,91118.35893074296,4,1,1,44027.48880892524,0,-36172.536971990055,41439.098765139985,0
61,0,3,57255.31936410988,3,0,1,92495.03696866552,0,12204.66972401936,7447.120913050894,2
37,0,6,48039.75881875302,2,0,0,66083.66890509783,0,-14231.143812797018,-1698.0793413058273,0
53,0,7,10649.631700445108,4,1,1,128380.98992312136,0,47966.394807644145,-39253.957855427114,1
26,0,9,83947.15423230991,4,1,1,62795.82277528198,0,-17423.364908512893,34217.94358135481,0
55,1,5,74514.15484204785,3,0,1,100829.08078534716,0,20584.640417028248,24683.703495993446,2
65,1,9,5887.66030154122,4,0,0,38485.24188154893,1,-41941.71455262874,-43776.53993686871,0
39,0,6,20941.458959528536,4,0,0,22694.197020582487,0,-57692.61862476667,-28680.746591647443,0
19,0,4,55727.75633150104,4,0,1,15649.730789591194,0,-64644.43177999786,6124.185311692148,0
41,0,1,68440.24020646386,4,0,0,68190.36122628034,1,-12070.136982716242,18696.720067956143,0
25,1,1,13767.026426100649,4,1,0,32894.02099479649,1,-47511.93479802496,-35882.31355647639,0
28,1,5,24482.481846232386,4,0,0,149087.22663730907,0,68709.39180936418,-25476.2928599798,1
30,0,3,19311.0211709014,2,1,0,121773.6743796794,1,41382.165940455365,-30575.00527120837,1
34,0,5,21999.71526705422,1,1,0,107072.24123928924,0,26687.944333702384,-27847.17405257364,1
25,1,5,92071.31235687668,3,1,1,122464.58543293958,0,42266.81903803504,42183.188223553014,2
38,1,1,71581.95730387542,1,1,0,46784.6162047074,1,-33467.44043563156,21895.424777806205,0
35,0,8,73710.69804033033,3,0,1,133096.95760393367,0,52850.263317728924,23794.327348429062,2
47,0,5,79399.53108692825,1,1,1,149389.0953004866,0,69157.4914119341,29439.75787427155,2
35,0,5,35657.304264406,3,1,0,50579.62567000846,0,-29768.10382194398,-14039.206168565273,0
63,0,9,76718.46143991406,4,1,0,147850.81621269754,0,67612.07875799756,26762.793825421897,2
64,1,8,97841.33943229372,1,0,0,54855.51648772811,1,-25326.645735489874,48133.22278859889,0
